full_name,created_at,updated_at,size,stargazers_count,language,has_issues,forks_count,archived,open_issues_count,topics,open_issues,description,fork,has_rego,has_sentinel,has_pulumi,has_cedar,has_kyverno,has_custodian,has_awsconfigcloudgaurd,has_Kubewarden,has_opagatekeeper,contributors_count
felixzhu1989/YangZhongkeDotNet,2022-07-22T06:06:45Z,2025-03-29T07:19:24Z,177616,8,C#,True,9,False,0,,0,学习杨中科.NET6视频记录,False,False,True,False,False,False,False,False,False,False,2
fleetdm/fleet,2020-11-03T22:17:18Z,2025-04-07T19:47:32Z,1003944,4665,Go,True,540,False,2260,"device-management,employee-experience,endpoint-ops,endpoint-security,gitops,mdm-api,open-source,osquery,security-analytics,vulnerability-management",2260,"Open-source platform for IT, security, and infrastructure teams. (Linux, macOS, Chrome, Windows, cloud, data center)",False,True,False,False,False,False,False,False,False,False,274
fugue/fregot,2019-02-10T12:48:49Z,2025-03-02T03:09:33Z,2372,235,Haskell,True,11,False,10,,10,Fugue Rego Toolkit,False,True,False,False,False,False,False,False,False,False,6
gbrindisi/dockerfile-security,2020-10-04T19:30:22Z,2025-03-22T17:02:29Z,25,266,Open Policy Agent,True,102,False,4,,4,A collection of OPA rules to statically analyze Dockerfiles to improve security ,False,True,False,False,False,False,False,False,False,False,3
ghostunnel/ghostunnel,2015-10-07T18:53:38Z,2025-04-04T17:48:59Z,25435,2022,Go,True,277,False,14,"crypto,go,hsm,keychain,pkcs11,proxy,security,ssl,stunnel,tls,tunnel",14,A simple SSL/TLS proxy with mutual authentication for securing non-TLS services.,False,True,False,False,False,False,False,False,False,False,47
google/gke-policy-automation,2022-03-15T23:39:19Z,2025-04-03T18:22:58Z,2937,521,Go,True,27,False,5,"gcp,gke,opa,policy,rego",5,Tool and policy library for reviewing Google Kubernetes Engine clusters against best practices,False,True,False,False,False,False,False,False,False,False,11
grafana/mimir,2021-07-13T14:34:08Z,2025-04-07T12:32:17Z,357625,4413,Go,True,577,False,663,"metrics,observability,opentelemetry,otlp,prometheus,tsdb",663,"Grafana Mimir provides horizontally scalable, highly available, multi-tenant, long-term storage for Prometheus.",False,True,False,False,False,False,False,False,False,False,512
gustcol/Canivete,2020-12-27T12:20:15Z,2024-09-10T09:03:34Z,533749,12,Jupyter Notebook,True,9,False,0,,0,,False,False,False,False,False,True,False,False,False,False,2
gustcol/Canivete,2020-12-27T12:20:15Z,2024-09-10T09:03:34Z,533749,12,Jupyter Notebook,True,9,False,0,,0,,False,False,False,False,False,False,True,False,False,False,2
gustcol/Canivete,2020-12-27T12:20:15Z,2024-09-10T09:03:34Z,533749,12,Jupyter Notebook,True,9,False,0,,0,,False,False,False,False,False,False,True,False,False,False,2
gustcol/Canivete,2020-12-27T12:20:15Z,2024-09-10T09:03:34Z,533749,12,Jupyter Notebook,True,9,False,0,,0,,False,False,False,False,False,False,False,True,False,False,2
gustcol/Canivete,2020-12-27T12:20:15Z,2024-09-10T09:03:34Z,533749,12,Jupyter Notebook,True,9,False,0,,0,,False,True,False,False,False,False,False,False,False,False,2
harness-community/solutions-architecture,2023-03-07T13:48:16Z,2024-12-12T23:57:15Z,112,10,Open Policy Agent,True,8,False,7,,7,A collection of resources and best practices for operating Harness at scale,False,True,False,False,False,False,False,False,False,False,5
hashicorp-demoapp/infrastructure,2019-12-16T15:13:21Z,2025-02-14T23:15:36Z,925,19,Shell,True,8,False,2,,2,Contains infrastructure as code for running demo app locally or in the cloud,False,True,True,False,False,False,False,False,False,False,5
hashicorp-education/learn-sentinel-write-policy,2021-06-29T19:03:31Z,2024-11-25T04:39:47Z,12,7,HCL,True,37,False,1,,1,,False,False,True,False,False,False,False,False,False,False,4
hashicorp/katakoda,2017-07-27T10:28:19Z,2025-03-29T11:32:58Z,22087,91,Shell,True,37,False,3,,3,Katakoda tutorial to learn the features of HashiCorp products interactively,False,False,True,False,False,False,False,False,False,False,24
hashicorp/nomad-guides,2017-11-11T21:40:34Z,2025-02-13T19:48:49Z,4973,286,HCL,True,103,False,7,,7,Example usage of HashiCorp Nomad,False,False,True,False,False,False,False,False,False,False,20
hashicorp/observability-as-code,2020-04-07T13:03:50Z,2025-01-25T00:25:37Z,106,39,HCL,True,18,False,3,,3,Example repository demonstrating Observability As Code,False,False,True,False,False,False,False,False,False,False,7
hashicorp/policy-library-aws-networking-terraform,2022-07-28T20:43:40Z,2024-11-27T05:12:37Z,45,11,HCL,True,30,False,2,,2,Prescriptive Sentinel policies that can be used to establish secure Terraform configuration for Amazon Web Services networking infrastructure.,False,False,True,False,False,False,False,False,False,False,13
hashicorp/sentinel-sdk,2017-08-29T05:57:48Z,2025-03-18T01:50:03Z,319,52,Go,True,13,False,8,,8,This SDK allows developers to extend Sentinel to source external information for use in their policies.,False,False,True,False,False,False,False,False,False,False,16
hashicorp/sentinel-training-solution,2022-01-26T23:22:03Z,2024-12-01T17:45:42Z,94,9,HCL,True,16,False,1,,1,Solutions for the Sentinel for Terraform workshop,False,False,True,False,False,False,False,False,False,False,5
hashicorp/terraform-guides,2017-11-11T21:39:59Z,2025-04-07T12:42:05Z,3980,1465,HCL,True,1241,False,16,,16,Example usage of HashiCorp Terraform,False,False,True,False,False,False,False,False,False,False,46
hashicorp/terraform-sentinel-policies,2022-01-26T15:26:47Z,2025-04-03T01:24:26Z,806,162,HCL,True,254,False,12,,12,Example Sentinel Policies for use with Terraform Cloud and Terraform Enterprise,False,False,True,False,False,False,False,False,False,False,13
hashicorp/tfc-workshops-sentinel,2019-12-18T18:03:20Z,2024-12-16T05:20:40Z,38,24,HCL,True,5296,False,5,,5,Sentinel policies for use in pre-sales workshops: https://hashicorp.github.io/workshops,False,False,True,False,False,False,False,False,False,False,7
hashicorp/tfe-policies-example,2018-11-16T23:16:02Z,2024-08-06T09:51:47Z,85,26,HCL,False,49,False,1,"sentinel,terraform,tfe",1,An example of using Sentinel policies in VCS in Terraform Enterprise,False,False,True,False,False,False,False,False,False,False,5
hashicorp/vault-guides,2017-11-10T05:13:18Z,2025-03-26T14:27:11Z,110756,1032,Shell,True,611,False,66,"secrets,vault",66,Example usage of HashiCorp Vault secrets management,False,False,True,False,False,False,False,False,False,False,74
hogeschool/webdev-semester,2024-01-29T13:50:14Z,2025-03-15T19:10:19Z,2317,42,JavaScript,True,9,False,0,,0,,False,False,True,False,False,False,False,False,False,False,5
green-button/green-button.github.io,2014-05-21T19:11:34Z,2024-11-08T00:12:47Z,93122,51,CSS,True,39,False,28,,28,Prototype testing site for www.archive.greenbuttondata.org,False,False,False,False,False,False,True,False,False,False,12
stellar-expert/stellar-expert-explorer,2017-12-20T21:45:18Z,2025-03-31T18:41:35Z,1200,64,JavaScript,False,34,False,250,,250,StellarExpert Explorer – block explorer and analytics platform for Stellar Network.,False,False,False,False,False,False,True,False,False,False,2
EOL/deprecated_eol,2010-10-05T17:23:09Z,2025-03-06T18:02:20Z,359635,60,Ruby,True,27,False,19,,19,Encyclopedia of Life,False,False,False,False,False,False,True,False,False,False,58
vrk-kpa/opendata,2013-10-23T10:54:53Z,2025-03-27T08:03:34Z,82846,40,Python,True,12,False,66,"avoindata,ckan,ckan-extension,dcat-ap,drupal-9,dvv,finland,hacktoberfest,interoperability,national,open,open-data,opendata,opensource",66,Finland national open data portal (avoindata.fi) source code.,False,False,False,False,False,False,True,False,False,False,104
deliciousmods/1956_beta,2018-03-15T19:19:31Z,2025-04-07T17:50:38Z,1427949,158,Lua,True,138,False,8,,8,Road to 56 Beta Build,False,False,False,False,False,False,True,False,False,False,126
ScottLogic/blog,2022-05-31T13:56:19Z,2025-04-04T09:35:39Z,1123677,9,JavaScript,True,96,False,16,,16,The Scott Logic blog,False,False,False,False,False,False,True,False,False,False,129
Stellaris-Evolved/stellaris-evolved,2022-12-11T15:22:45Z,2025-02-18T10:34:48Z,51408,14,Python,True,7,False,5,,5,,False,False,False,False,False,False,True,False,False,False,4
The-Triumvirate/Imperium-Universalis,2020-11-07T12:37:01Z,2024-12-18T09:56:07Z,797251,18,Lua,True,15,False,28,"eu4,imperium-universalis,steam-workshop",28,,False,False,False,False,False,False,True,False,False,False,17
Eclipse-Station/NEV-Northern-Light,2019-11-13T15:51:49Z,2025-03-17T16:57:53Z,581391,8,DM,True,55,False,129,"nev-northern-light,space-station-13,spacestation13,ss13",129,"Congratulations, [employee name here]! You have greatly advanced the expedition effort. You must be the pride of [employee hometown name here]! NanoTrasen commends your usefulness to the Corporation.",False,False,False,False,False,False,True,False,False,False,301
infobloxopen/seal,2020-06-03T17:11:44Z,2025-01-15T16:30:31Z,3505,15,Go,True,11,False,10,,10,,False,True,False,False,False,False,False,False,False,False,7
intel/SGXDataCenterAttestationPrimitives,2018-08-28T23:14:01Z,2025-03-23T08:07:44Z,114413,292,C++,True,175,False,111,,111,,False,True,False,False,False,False,False,False,False,False,45
intel/policy-library-intel-aws,2022-11-18T21:23:52Z,2025-01-16T18:14:59Z,182,16,HCL,True,8,False,0,,0,Intel Cloud Optimization Module - AWS Sentinel Policies,False,False,True,False,False,False,False,False,False,False,8
intelops/genval,2023-09-12T11:50:07Z,2024-11-14T18:00:02Z,333482,6,Go,True,5,False,45,,45,"Simplifies configuration management for a wide range of tools, including Dockerfile, Kubernetes manifests, and other infrastructure files.",False,True,False,False,False,False,False,False,False,False,5
ioggstream/python-course,2014-02-15T09:11:27Z,2025-04-02T20:27:55Z,3699,64,HTML,True,30,False,31,,31,Stuff for python courses,False,True,False,False,False,False,False,False,False,False,7
islet-project/islet,2022-06-22T06:59:15Z,2025-04-04T13:30:04Z,83867,114,Rust,True,30,False,29,"confidential-computing,rust",29,An on-device confidential computing platform,False,True,False,False,False,False,False,False,False,False,23
run-ai/fake-gpu-operator,2022-05-17T17:58:12Z,2025-04-02T11:34:15Z,533,100,Go,True,22,False,4,,4,,False,False,False,False,False,True,False,False,False,False,20
open-cluster-management-io/policy-generator-plugin,2021-09-07T00:24:55Z,2025-03-27T16:16:14Z,485,29,Go,True,30,False,1,,1,A Kustomize generator plugin to generate Open Cluster Management policies,False,False,False,False,False,True,False,False,False,False,18
redhat-ai-services/ai-accelerator,2024-03-01T23:43:59Z,2025-04-03T09:33:23Z,2906,49,Python,True,88,False,11,"gitops,openshift,rhoai",11,The AI Accelerator is a template project for setting up Red Hat OpenShift AI using GitOps,False,False,False,False,False,True,False,False,False,False,18
statnett/image-scanner-operator,2023-01-06T14:54:59Z,2025-04-07T06:36:29Z,2176,26,Go,True,9,False,9,,9,Kubernetes Operator supporting detection of vulnerabilities in running container images,False,False,False,False,False,True,False,False,False,False,10
rancher/kubewarden-ui,2021-11-08T15:54:48Z,2025-04-07T19:36:10Z,77231,12,TypeScript,True,16,False,22,"dashboard,hacktoberfest,kubernetes,kubernetes-security,rancher",22,Kubewarden's User Interface ,False,False,False,False,False,True,False,False,True,False,16
vfiftyfive/dadjokes,2023-03-29T14:21:33Z,2025-04-05T16:47:01Z,12887,6,Go,True,6,False,0,,0,,False,False,False,False,False,True,False,False,False,False,2
PacktPublishing/Mastering-Kubernetes-4th-Edition,2022-06-06T13:22:36Z,2025-03-14T07:17:48Z,44,49,Python,True,57,False,0,,0,,False,False,False,False,False,True,False,False,False,False,3
RHsyseng/telco-operations,2022-01-20T18:00:16Z,2025-01-19T05:47:43Z,2778,19,Python,True,17,False,0,,0,Repository used by the Telco Operations Team ,False,False,False,False,False,True,False,False,False,False,6
crossplane-contrib/provider-aws,2019-09-01T01:14:18Z,2025-04-07T10:05:24Z,35091,457,Go,True,385,False,19,,19,Crossplane AWS Provider,False,False,False,False,False,True,False,False,False,False,195
couchbase/perfrunner,2013-09-12T15:17:58Z,2025-04-07T20:57:16Z,91073,20,Python,False,40,False,13,,13,Performance TAF for Couchbase Server,False,False,False,False,False,True,False,False,False,False,61
JJGadgets/Biohazard,2022-04-11T20:24:00Z,2025-04-08T01:36:06Z,7115,58,Lua,True,14,False,112,"cilium,fluxcd,gitops,homelab,infrastructure-as-code,k8s-at-home,kubernetes,networkpolicy,sops,talhelper,talos,yaml",112,Glorifying jank that works | JJGadgets' HomeLab monorepo,False,False,False,False,False,True,False,False,False,False,4
aws-cloudformation/aws-cloudformation-templates,2015-12-08T20:52:52Z,2025-04-07T20:42:08Z,3103,4852,Python,True,4403,False,6,"aws-cloudformation,cloudformation-template",6,A collection of useful CloudFormation templates ,False,False,False,False,False,False,False,True,False,False,147
a2-4am/4cade,2018-05-04T21:35:21Z,2025-04-06T05:29:18Z,168173,162,Python,True,25,False,11,hacktoberfest,11,"100s of games at your fingertips, as long as your fingertips are on an Apple ][",False,False,False,False,False,False,False,True,False,False,17
awslabs/sustainability-scanner,2023-02-20T15:12:41Z,2025-04-04T02:07:37Z,23119,116,Python,True,11,False,2,,2,,False,False,False,False,False,False,False,True,False,False,9
aws-cloudformation/cloudformation-guard,2020-06-12T20:56:45Z,2025-04-04T21:05:21Z,13354,1330,Rust,True,184,False,34,"cfn-guard,cloudformation,compliance,governance,k8s,policy-as-code,policy-rule-evaluation,security,terraform",34,"Guard offers a policy-as-code domain-specific language (DSL) to write rules and validate JSON- and YAML-formatted data such as CloudFormation Templates, K8s configurations, and Terraform JSON plans/configurations against those rules. Take this survey to provide feedback about cfn-guard: https://amazonmr.au1.qualtrics.com/jfe/form/SV_bpyzpfoYGGuuUl0",False,False,False,False,False,False,False,True,False,False,40
aws-samples/container-patterns,2023-06-01T20:06:05Z,2025-03-11T13:35:29Z,15021,39,TypeScript,True,13,False,14,,14,,False,False,False,False,False,False,False,True,False,False,12
cdklabs/cdk-validator-cfnguard,2023-03-01T11:33:06Z,2025-04-08T00:17:50Z,3217,74,TypeScript,True,6,False,20,,20,,False,False,False,False,False,False,False,True,False,False,8
PacktPublishing/Mastering-AWS-CloudFormation-Second-Edition,2023-04-04T05:10:36Z,2025-02-26T18:30:28Z,85,15,Python,True,10,False,1,,1,"Mastering AWS CloudFormation Second Edition, published by packt",False,False,False,False,False,False,False,True,False,False,3
beiciliang/aws-bootcamp-cruddur-2023,2023-02-15T14:20:44Z,2024-03-25T08:28:26Z,23870,11,Python,True,11,False,0,,0,"Disposable micro blogging platform using Flask and ReactJS, deployed on AWS",False,False,False,False,False,False,False,True,False,False,2
aws-samples/cfn101-workshop,2019-10-15T22:52:40Z,2025-01-31T04:22:26Z,37781,157,Shell,True,152,False,2,"aws,cloudformation,workshop",2,AWS CloudFormation Workshop,False,False,False,False,False,False,False,True,False,False,39
aws-cloudformation/aws-guard-rules-registry,2021-11-18T18:58:48Z,2025-03-07T15:07:06Z,7173,118,Python,True,26,False,27,"aws,cfn-guard,infrastructure-as-code,policy-as-code,static-application-security-testing",27,Rules Registry for Compliance Frameworks,False,False,False,False,False,False,False,True,False,False,12
saturnhead/blog-examples,2023-07-06T12:36:09Z,2024-08-29T14:08:03Z,91,5,HCL,True,17,False,0,,0,,False,True,False,False,False,False,False,False,False,False,4
schrutek/SPG_POS,2020-04-21T14:56:51Z,2024-03-18T13:21:48Z,89351,13,C#,True,5,False,49,,49,Spengergasse POS,False,False,True,False,False,False,False,False,False,False,2
scribe-public/gitgat,2022-06-15T05:21:18Z,2025-01-07T08:35:23Z,116,249,Open Policy Agent,True,14,False,2,,2,Evaluate source control (GitHub) security posture,False,True,False,False,False,False,False,False,False,False,5
semaphoreio/semaphore,2025-01-21T12:37:52Z,2025-04-08T02:19:13Z,49000,957,Elixir,True,31,False,48,"build-pipelines,cd,ci,continuous-delivery,continuous-integration,elixir,golang",48,Semaphore is an open source CI/CD platform. Self-host Semaphore on your own servers or on a cloud provider.,False,True,False,False,False,False,False,False,False,False,16
sergueik/springboot_study,2017-08-25T13:38:05Z,2025-03-16T23:37:42Z,89785,10,Java,True,7,False,38,"docker,spring-boot",38,basic project collection exploring spring boot and docker,False,False,True,False,False,False,False,False,False,False,2
open-cluster-management-io/policy-collection,2020-06-17T20:49:04Z,2025-03-28T14:47:22Z,7678,217,Shell,True,261,False,29,,29,A collection of policy examples for Open Cluster Management,False,False,False,False,False,True,False,False,False,False,68
open-cluster-management-io/policy-collection,2020-06-17T20:49:04Z,2025-03-28T14:47:22Z,7678,217,Shell,True,261,False,29,,29,A collection of policy examples for Open Cluster Management,False,False,False,True,False,False,False,False,False,True,68
open-cluster-management-io/policy-collection,2020-06-17T20:49:04Z,2025-04-08T09:24:35Z,7678,218,Shell,True,261,False,29,,29,A collection of policy examples for Open Cluster Management,False,False,False,False,False,True,False,False,False,False,68
open-cluster-management-io/policy-collection,2020-06-17T20:49:04Z,2025-04-08T09:24:35Z,7678,218,Shell,True,261,False,29,,29,A collection of policy examples for Open Cluster Management,False,False,False,True,False,False,False,False,False,True,68
toboshii/home-ops,2021-05-12T04:31:00Z,2025-04-05T18:20:37Z,2852,337,Shell,True,20,False,88,"ansible,bgp,external-dns,flux,gitops,k8s,k8s-at-home,k8s-gateway,kubernetes,kubernetes-cluster,sops,talos,terraform",88,"My home Kubernetes cluster managed by GitOps (Flux), deployed on Talos Linux.",False,False,False,False,False,True,False,False,False,False,3
fluxcd/flux2-multi-tenancy,2020-11-27T08:24:15Z,2025-03-21T21:03:32Z,196,520,Shell,True,262,False,7,"example,flux2,fluxcd,gitops,kubernetes,multitenancy",7,Manage multi-tenant clusters with Flux,False,False,False,False,False,True,False,False,False,False,23
jpetazzo/container.training,2015-06-07T04:03:19Z,2025-04-07T05:55:24Z,38539,3757,Shell,True,1610,False,20,"compose,docker,dockerfiles,elk,helm,kubernetes,labs,slides,stern,swarm,training,workshop",20,"Slides and code samples for training, tutorials, and workshops about Docker, containers, and Kubernetes.",False,False,False,False,False,True,False,False,False,False,109
RawkodeAcademy/klustered,2021-03-22T15:11:34Z,2025-01-02T07:07:09Z,12978,52,Shell,True,25,False,0,,0,,False,False,False,False,False,True,False,False,False,False,24
Neutrollized/free-tier-gke,2020-08-16T17:52:53Z,2025-03-23T10:48:07Z,317,298,HCL,True,36,False,0,,0,Run your very own GKE cluster at a steep discount!,False,False,False,False,False,True,False,False,False,False,2
Neutrollized/free-tier-gke,2020-08-16T17:52:53Z,2025-03-23T10:48:07Z,317,298,HCL,True,36,False,0,,0,Run your very own GKE cluster at a steep discount!,False,False,False,True,False,False,False,False,False,True,2
Neutrollized/free-tier-gke,2020-08-16T17:52:53Z,2025-03-23T10:48:07Z,317,298,HCL,True,36,False,0,,0,Run your very own GKE cluster at a steep discount!,False,False,False,False,False,True,False,False,False,False,2
Neutrollized/free-tier-gke,2020-08-16T17:52:53Z,2025-03-23T10:48:07Z,317,298,HCL,True,36,False,0,,0,Run your very own GKE cluster at a steep discount!,False,False,False,True,False,False,False,False,False,True,2
aws/aws-sdk-go,2014-12-05T05:29:41Z,2025-04-07T13:12:05Z,520242,8688,Go,True,2068,False,2,"aws,aws-sdk,go",2,"AWS SDK for the Go programming language (In Maintenance Mode, End-of-Life on 07/31/2025). The AWS SDK for Go v2 is available here: https://github.com/aws/aws-sdk-go-v2",False,False,False,False,False,False,False,True,False,False,306
aws/aws-sdk-php,2012-10-17T21:28:32Z,2025-04-07T18:35:02Z,446467,6090,PHP,True,1229,False,40,,40,Official repository of the AWS SDK for PHP (@awsforphp),False,False,False,False,False,False,False,True,False,False,236
radius-project/bicep-types-aws,2022-08-30T22:38:05Z,2025-04-04T17:38:32Z,10310,8,TypeScript,True,9,False,6,,6,Bicep type support for AWS,False,False,False,False,False,False,False,True,False,False,15
pokepay/aws-sdk-lisp,2017-08-30T08:22:33Z,2025-02-17T07:30:47Z,27871,89,Common Lisp,True,20,False,13,"aws,aws-sdk,common-lisp",13,AWS-SDK for Common Lisp,False,False,False,False,False,False,False,True,False,False,7
cisco-kusanagi/mibs.snmplabs.com,2019-04-28T00:16:15Z,2024-12-14T09:58:04Z,235692,17,Python,True,22,False,0,,0,Scrape of all MIBs taken from http://mibs.snmplabs.com/asn1,False,False,False,False,False,False,False,True,False,False,6
aws/aws-cdk,2017-10-04T19:22:36Z,2025-04-08T00:36:13Z,1349480,12063,TypeScript,True,4082,False,2535,"aws,cloud-infrastructure,hacktoberfest,infrastructure-as-code,typescript",2535,The AWS Cloud Development Kit is a framework for defining cloud infrastructure in code,False,False,False,False,False,False,False,True,False,False,1729
aws/aws-cdk,2017-10-04T19:22:36Z,2025-04-08T00:36:13Z,1349480,12063,TypeScript,True,4082,False,2535,"aws,cloud-infrastructure,hacktoberfest,infrastructure-as-code,typescript",2535,The AWS Cloud Development Kit is a framework for defining cloud infrastructure in code,False,False,False,False,False,False,False,True,False,False,1729
aws/aws-sdk-ruby,2011-07-14T22:21:47Z,2025-04-08T00:15:46Z,505201,3607,Ruby,True,1220,False,26,"aws,aws-sdk,cloud,ruby",26,The official AWS SDK for Ruby,False,False,False,False,False,False,False,True,False,False,251
aws/aws-sdk-net,2012-01-23T23:50:43Z,2025-04-08T01:06:58Z,1634991,2126,C#,True,865,False,88,,88,"The official AWS SDK for .NET. For more information on the AWS SDK for .NET, see our web site:",False,False,False,False,False,False,False,True,False,False,184
iann0036/iamlive,2021-02-04T10:57:02Z,2025-04-02T09:01:14Z,21523,3227,Go,True,111,False,41,"aws,aws-iam,aws-iam-policies,azure,azure-rbac,gcp,gcp-iam,iam,least-privilege",41,"Generate an IAM policy from AWS, Azure, or Google Cloud (GCP) calls using client-side monitoring (CSM) or embedded proxy",False,False,False,False,False,False,False,True,False,False,12
microsoft/azuredatastudio,2017-11-02T01:00:13Z,2025-04-07T18:04:15Z,755518,7665,TypeScript,True,932,False,2548,"azure,azure-data-studio,electron,microsoft,postgresql,sql,sql-server,typescript",2548,"Azure Data Studio is a data management and development tool with connectivity to popular cloud and on-premises databases. Azure Data Studio supports Windows, macOS, and Linux, with immediate capability to connect to Azure SQL and SQL Server. Browse the extension library for more database support options including MySQL, PostgreSQL, and MongoDB.",False,False,False,False,False,False,False,True,False,False,199
awslabs/aws-config-rdk,2017-08-03T18:06:51Z,2025-04-04T02:07:01Z,4020,466,Python,True,172,False,47,"amazon-web-services,aws,aws-config,aws-config-rules,rdk",47,"The AWS Config Rules Development Kit helps developers set up, author and test custom Config rules. It contains scripts to enable AWS Config, create a Config rule and test it with sample ConfigurationItems. ",False,False,False,False,False,False,False,True,False,False,69
redhat-na-ssa/hobbyist-guide-to-rhoai,2024-06-14T20:34:25Z,2025-04-03T18:18:41Z,40213,10,Shell,True,8,False,0,,0,This is the Hobbyist Guide to Installing and Configuring RHOAI for customers. Bring your towel.,False,False,False,False,False,True,False,False,False,False,4
CrunchyData/postgres-operator,2017-02-27T22:21:44Z,2025-04-07T16:41:22Z,66797,4088,Go,True,606,False,129,"data-infrastructure,database,database-as-a-service,database-management,disaster-recovery,high-availability,kubernetes,kubernetes-operator,operator,pgo,postgres,postgres-operator,postgresql,postgresql-clusters,postgresql-metrics,postgresql-monitoring",129,"Production PostgreSQL for Kubernetes, from high availability Postgres clusters to full-scale database-as-a-service.",False,False,False,False,False,True,False,False,False,False,107
shortlink-org/shortlink,2019-08-27T16:16:58Z,2025-03-20T19:00:13Z,713324,761,Go,True,39,False,12,"architecture,argocd,best-practices,codegen,csi-driver,ddd,ddd-sample,event-sourcing,example,gitops,go,golang,helm-chart,k8s,kafka,kubernetes,layered-architecture,microservices,mq,shortlink",12,Shortlink service (Microservice example) ⭐️ Star the repo if you like it!,False,False,False,False,False,True,False,False,False,False,22
IBM/portieris,2018-04-20T15:18:35Z,2025-04-04T09:19:31Z,1094,333,Go,True,77,False,51,,51,A Kubernetes Admission Controller for verifying image trust.,False,False,False,False,False,True,False,False,False,False,53
whchoi98/myeks,2020-06-26T06:15:15Z,2025-04-07T14:50:40Z,21523,8,Shell,True,16,False,1,,1,,False,False,False,False,False,True,False,False,False,False,10
nirmata/kyverno-charts,2021-11-06T22:32:10Z,2025-04-03T14:01:15Z,7666,5,Mustache,True,14,False,24,,24,Repository for Nirmata supported Helm charts for Kyverno operator and adapters,False,False,False,False,False,True,False,False,False,False,26
babywyrm/sysadmin,2019-09-22T23:42:50Z,2025-04-07T03:27:03Z,120407,19,Python,True,12,False,2,,2,the flow of time is always cruel,False,False,False,False,False,True,False,False,False,False,2
babywyrm/sysadmin,2019-09-22T23:42:50Z,2025-04-07T03:27:03Z,120407,19,Python,True,12,False,2,,2,the flow of time is always cruel,False,False,False,True,False,False,False,False,False,True,2
babywyrm/sysadmin,2019-09-22T23:42:50Z,2025-04-08T03:36:47Z,120445,19,Python,True,12,False,2,,2,the flow of time is always cruel,False,False,False,False,False,True,False,False,False,False,2
babywyrm/sysadmin,2019-09-22T23:42:50Z,2025-04-08T03:36:47Z,120445,19,Python,True,12,False,2,,2,the flow of time is always cruel,False,False,False,True,False,False,False,False,False,True,2
devtron-labs/utilities,2021-05-10T13:50:25Z,2025-04-07T14:09:56Z,254,5,HCL,True,19,False,15,,15,Utilities useful for devtron users,False,False,False,False,False,True,False,False,False,False,17
fabianlee/blogcode,2017-04-03T23:51:49Z,2025-04-04T09:17:12Z,20892,64,Shell,True,46,False,1,,1,,False,False,False,False,False,True,False,False,False,False,7
portefaix/portefaix-hub,2020-12-02T11:50:41Z,2025-04-01T21:31:03Z,4055,6,Mustache,True,12,False,12,"galactus,helm,kubernetes,portefaix",12,Portefaix Helm charts,False,False,False,False,False,True,False,False,True,False,16
snyk/kubernetes-monitor,2019-05-05T08:22:38Z,2025-04-04T04:40:14Z,22185,90,TypeScript,True,77,False,22,,22,Use Snyk to find and fix vulnerabilities in your Kubernetes workloads,False,True,False,False,False,False,False,False,False,False,60
snyk/policy-engine,2022-04-05T17:17:52Z,2025-04-07T07:24:34Z,3705,53,Go,False,15,False,3,,3,Unified Policy Engine,False,True,False,False,False,False,False,False,False,False,22
snyk/snyk-iac-rules,2021-08-26T14:30:47Z,2025-04-04T04:40:21Z,9641,11,Go,False,10,False,0,infrastructure-as-code,0,,False,True,False,False,False,False,False,False,False,False,21
solo-io/hoot,2020-10-25T19:16:10Z,2025-03-06T15:40:10Z,26520,111,Go,True,40,False,11,,11,code from hoot episodes,False,True,False,False,False,False,False,False,False,False,19
spacelift-io/spacelift-policies-example-library,2022-03-18T16:48:55Z,2025-03-24T22:42:53Z,161,46,Go,True,14,False,2,"examples,opa,policies,spacelift",2,A library of example Spacelift policies,False,True,False,False,False,False,False,False,False,False,22
joatmon08/tdd-infrastructure,2019-04-20T19:49:24Z,2025-02-25T21:12:20Z,510,195,Ruby,True,25,False,0,,0,Some examples of Test-Driven Development for Infrastructure,False,False,True,False,False,False,False,False,False,False,2
k8s-gadgets/k8s-content-trust,2020-06-21T21:22:15Z,2024-01-12T05:57:45Z,133,21,Open Policy Agent,True,12,False,6,,6,,False,True,False,False,False,False,False,False,False,False,2
percona/percona-postgresql-operator,2021-03-04T13:34:50Z,2025-04-07T08:22:10Z,74863,315,Go,True,61,False,30,"kubernetes-operator,percona,postgresql",30,Percona Operator for PostgreSQL,False,False,False,False,False,True,False,False,False,False,92
startxfr/helm-repository,2020-09-26T14:18:29Z,2025-03-31T13:14:33Z,1801574,12,HTML,True,10,False,3,,3,helm charts for various infrastructure configuration and services running under an Openshift Container Platform (or OKD),False,False,False,False,False,True,False,False,False,False,8
trendmicro/cloudone-container-security-helm,2020-08-14T01:31:17Z,2025-04-01T13:27:48Z,2086,19,Mustache,True,18,False,6,,6,Helm chart for Trend Micro Cloud One Container Security,False,False,False,False,False,True,False,False,False,False,30
elastic/cloud-on-k8s,2018-10-30T10:43:58Z,2025-04-08T03:00:39Z,52536,2696,Go,True,737,False,429,"elasticsearch,go,kibana,kubernetes,kubernetes-operators",429,Elastic Cloud on Kubernetes,False,False,False,False,False,True,False,False,False,False,156
